state,district,stage,sex,date,teachers
Kedah,Kota Setar,primary,female,2017-01-01,2396
Kedah,Kota Setar,primary,female,2018-01-01,2097
Kedah,Kota Setar,primary,female,2019-01-01,2084
Kedah,Kota Setar,primary,female,2020-01-01,2048
Kedah,Kota Setar,primary,female,2021-01-01,2054
Kedah,Kota Setar,primary,female,2022-01-01,2103
Kedah,Kota Setar,primary,male,2017-01-01,854
Kedah,Kota Setar,primary,male,2018-01-01,701
Kedah,Kota Setar,primary,male,2019-01-01,692
Kedah,Kota Setar,primary,male,2020-01-01,694
Kedah,Kota Setar,primary,male,2021-01-01,694
Kedah,Kota Setar,primary,male,2022-01-01,739
Kedah,Kota Setar,secondary,both,2017-01-01,3012
Kedah,Kota Setar,secondary,both,2018-01-01,2626
Kedah,Kota Setar,secondary,both,2019-01-01,2552
Kedah,Kota Setar,secondary,both,2020-01-01,2496
Kedah,Kota Setar,secondary,both,2021-01-01,2440
Kedah,Kota Setar,secondary,both,2022-01-01,2505
Kedah,Kota Setar,secondary,female,2017-01-01,2056
Kedah,Kota Setar,secondary,female,2018-01-01,1826
Kedah,Kota Setar,secondary,female,2019-01-01,1775
Kedah,Kota Setar,secondary,female,2020-01-01,1747
Kedah,Kota Setar,secondary,female,2021-01-01,1722
Kedah,Kota Setar,secondary,female,2022-01-01,1793
Kedah,Kota Setar,secondary,male,2017-01-01,956
Kedah,Kota Setar,secondary,male,2018-01-01,800
Kedah,Kota Setar,secondary,male,2019-01-01,777
Kedah,Kota Setar,secondary,male,2020-01-01,749
Kedah,Kota Setar,secondary,male,2021-01-01,718
Kedah,Kota Setar,secondary,male,2022-01-01,712
Kedah,Kuala Muda,primary,both,2017-01-01,4386
Kedah,Kuala Muda,primary,both,2018-01-01,3699
Kedah,Kuala Muda,primary,both,2019-01-01,3739
Kedah,Kuala Muda,primary,both,2020-01-01,3723
Kedah,Kuala Muda,primary,both,2021-01-01,3695
Kedah,Kuala Muda,primary,both,2022-01-01,3828
Kedah,Kuala Muda,primary,female,2017-01-01,3172
Kedah,Kuala Muda,primary,female,2018-01-01,2749
Kedah,Kuala Muda,primary,female,2019-01-01,2788
Kedah,Kuala Muda,primary,female,2020-01-01,2766
Kedah,Kuala Muda,primary,female,2021-01-01,2725
Kedah,Kuala Muda,primary,female,2022-01-01,2802
Kedah,Kuala Muda,primary,male,2017-01-01,1214
Kedah,Kuala Muda,primary,male,2018-01-01,950
Kedah,Kuala Muda,primary,male,2019-01-01,951
Kedah,Kuala Muda,primary,male,2020-01-01,957
Kedah,Kuala Muda,primary,male,2021-01-01,970
Kedah,Kuala Muda,primary,male,2022-01-01,1026
Kedah,Kuala Muda,secondary,both,2017-01-01,3697
Kedah,Kuala Muda,secondary,both,2018-01-01,3135
Kedah,Kuala Muda,secondary,both,2019-01-01,3141
Kedah,Kuala Muda,secondary,both,2020-01-01,3096
Kedah,Kuala Muda,secondary,both,2021-01-01,3003
Kedah,Kuala Muda,secondary,both,2022-01-01,3038
Kedah,Kuala Muda,secondary,female,2017-01-01,2569
Kedah,Kuala Muda,secondary,female,2018-01-01,2243
Kedah,Kuala Muda,secondary,female,2019-01-01,2251
Kedah,Kuala Muda,secondary,female,2020-01-01,2226
Kedah,Kuala Muda,secondary,female,2021-01-01,2180
Kedah,Kuala Muda,secondary,female,2022-01-01,2231
Kedah,Kuala Muda,secondary,male,2017-01-01,1128
Kedah,Kuala Muda,secondary,male,2018-01-01,892
Kedah,Kuala Muda,secondary,male,2019-01-01,890
Kedah,Kuala Muda,secondary,male,2020-01-01,870
Kedah,Kuala Muda,secondary,male,2021-01-01,823
Kedah,Kuala Muda,secondary,male,2022-01-01,807
Kedah,Kubang Pasu,primary,both,2017-01-01,1980
Kedah,Kubang Pasu,primary,both,2018-01-01,2009
Kedah,Kubang Pasu,primary,both,2019-01-01,2006
Kedah,Kubang Pasu,primary,both,2020-01-01,2006
Kedah,Kubang Pasu,primary,both,2021-01-01,1998
Kedah,Kubang Pasu,primary,both,2022-01-01,2055
Kedah,Kubang Pasu,primary,female,2017-01-01,1375
Kedah,Kubang Pasu,primary,female,2018-01-01,1421
Kedah,Kubang Pasu,primary,female,2019-01-01,1427
Kedah,Kubang Pasu,primary,female,2020-01-01,1415
Kedah,Kubang Pasu,primary,female,2021-01-01,1426
Kedah,Kubang Pasu,primary,female,2022-01-01,1477
Kedah,Kubang Pasu,primary,male,2017-01-01,605
Kedah,Kubang Pasu,primary,male,2018-01-01,588
Kedah,Kubang Pasu,primary,male,2019-01-01,579
Kedah,Kubang Pasu,primary,male,2020-01-01,591
Kedah,Kubang Pasu,primary,male,2021-01-01,572
Kedah,Kubang Pasu,primary,male,2022-01-01,578
Kedah,Kubang Pasu,secondary,both,2017-01-01,1691
Kedah,Kubang Pasu,secondary,both,2018-01-01,1672
Kedah,Kubang Pasu,secondary,both,2019-01-01,1684
Kedah,Kubang Pasu,secondary,both,2020-01-01,1638
Kedah,Kubang Pasu,secondary,both,2021-01-01,1579
Kedah,Kubang Pasu,secondary,both,2022-01-01,1619
Kedah,Kubang Pasu,secondary,female,2017-01-01,1142
Kedah,Kubang Pasu,secondary,female,2018-01-01,1140
Kedah,Kubang Pasu,secondary,female,2019-01-01,1151
Kedah,Kubang Pasu,secondary,female,2020-01-01,1133
Kedah,Kubang Pasu,secondary,female,2021-01-01,1098
Kedah,Kubang Pasu,secondary,female,2022-01-01,1125
Kedah,Kubang Pasu,secondary,male,2017-01-01,549
Kedah,Kubang Pasu,secondary,male,2018-01-01,532
Kedah,Kubang Pasu,secondary,male,2019-01-01,533
Kedah,Kubang Pasu,secondary,male,2020-01-01,505
Kedah,Kubang Pasu,secondary,male,2021-01-01,481
Kedah,Kubang Pasu,secondary,male,2022-01-01,494
Kedah,Kulim,primary,both,2018-01-01,2311
Kedah,Kulim,primary,both,2019-01-01,2351
Kedah,Kulim,primary,both,2020-01-01,2319
Kedah,Kulim,primary,both,2021-01-01,2301
Kedah,Kulim,primary,both,2022-01-01,2354
Kedah,Kulim,primary,female,2018-01-01,1717
Kedah,Kulim,primary,female,2019-01-01,1742
Kedah,Kulim,primary,female,2020-01-01,1718
Kedah,Kulim,primary,female,2021-01-01,1715
Kedah,Kulim,primary,female,2022-01-01,1748
Kedah,Kulim,primary,male,2018-01-01,594
Kedah,Kulim,primary,male,2019-01-01,609
Kedah,Kulim,primary,male,2020-01-01,601
Kedah,Kulim,primary,male,2021-01-01,586
Kedah,Kulim,primary,male,2022-01-01,606
Kedah,Kulim,secondary,both,2018-01-01,1887
Kedah,Kulim,secondary,both,2019-01-01,1877
Kedah,Kulim,secondary,both,2020-01-01,1863
Kedah,Kulim,secondary,both,2021-01-01,1817
Kedah,Kulim,secondary,both,2022-01-01,1832
Kedah,Kulim,secondary,female,2018-01-01,1341
Kedah,Kulim,secondary,female,2019-01-01,1347
Kedah,Kulim,secondary,female,2020-01-01,1346
Kedah,Kulim,secondary,female,2021-01-01,1313
Kedah,Kulim,secondary,female,2022-01-01,1336
Kedah,Kulim,secondary,male,2018-01-01,546
Kedah,Kulim,secondary,male,2019-01-01,530
Kedah,Kulim,secondary,male,2020-01-01,517
Kedah,Kulim,secondary,male,2021-01-01,504
Kedah,Kulim,secondary,male,2022-01-01,496
Kedah,Langkawi,primary,both,2017-01-01,786
Kedah,Langkawi,primary,both,2018-01-01,816
Kedah,Langkawi,primary,both,2019-01-01,839
Kedah,Langkawi,primary,both,2020-01-01,879
Kedah,Langkawi,primary,both,2021-01-01,849
Kedah,Langkawi,primary,both,2022-01-01,865
Kedah,Langkawi,primary,female,2017-01-01,500
Kedah,Langkawi,primary,female,2018-01-01,537
Kedah,Langkawi,primary,female,2019-01-01,560
Kedah,Langkawi,primary,female,2020-01-01,591
Kedah,Langkawi,primary,female,2021-01-01,572
Kedah,Langkawi,primary,female,2022-01-01,585
Kedah,Langkawi,primary,male,2017-01-01,286
Kedah,Langkawi,primary,male,2018-01-01,279
Kedah,Langkawi,primary,male,2019-01-01,279
Kedah,Langkawi,primary,male,2020-01-01,288
Kedah,Langkawi,primary,male,2021-01-01,277
Kedah,Langkawi,primary,male,2022-01-01,280
Kedah,Langkawi,secondary,both,2017-01-01,649
Kedah,Langkawi,secondary,both,2018-01-01,687
Kedah,Langkawi,secondary,both,2019-01-01,693
Kedah,Langkawi,secondary,both,2020-01-01,686
Kedah,Langkawi,secondary,both,2021-01-01,700
Kedah,Langkawi,secondary,both,2022-01-01,684
Kedah,Langkawi,secondary,female,2017-01-01,454
Kedah,Langkawi,secondary,female,2018-01-01,474
Kedah,Langkawi,secondary,female,2019-01-01,483
Kedah,Langkawi,secondary,female,2020-01-01,473
Kedah,Langkawi,secondary,female,2021-01-01,483
Kedah,Langkawi,secondary,female,2022-01-01,495
Kedah,Langkawi,secondary,male,2017-01-01,195
Kedah,Langkawi,secondary,male,2018-01-01,213
Kedah,Langkawi,secondary,male,2019-01-01,210
Kedah,Langkawi,secondary,male,2020-01-01,213
Kedah,Langkawi,secondary,male,2021-01-01,217
Kedah,Langkawi,secondary,male,2022-01-01,189
Kedah,Padang Terap,primary,both,2017-01-01,673
Kedah,Padang Terap,primary,both,2018-01-01,670
Kedah,Padang Terap,primary,both,2019-01-01,671
Kedah,Padang Terap,primary,both,2020-01-01,676
Kedah,Padang Terap,primary,both,2021-01-01,664
Kedah,Padang Terap,primary,both,2022-01-01,677
Kedah,Padang Terap,primary,female,2017-01-01,412
Kedah,Padang Terap,primary,female,2018-01-01,430
Kedah,Padang Terap,primary,female,2019-01-01,433
Kedah,Padang Terap,primary,female,2020-01-01,432
Kedah,Padang Terap,primary,female,2021-01-01,428
Kedah,Padang Terap,primary,female,2022-01-01,437
Kedah,Padang Terap,primary,male,2017-01-01,261
Kedah,Padang Terap,primary,male,2018-01-01,240
Kedah,Padang Terap,primary,male,2019-01-01,238
Kedah,Padang Terap,primary,male,2020-01-01,244
Kedah,Padang Terap,primary,male,2021-01-01,236
Kedah,Padang Terap,primary,male,2022-01-01,240
Kedah,Padang Terap,secondary,both,2017-01-01,566
Kedah,Padang Terap,secondary,both,2018-01-01,578
Kedah,Padang Terap,secondary,both,2019-01-01,556
Kedah,Padang Terap,secondary,both,2020-01-01,540
Kedah,Padang Terap,secondary,both,2021-01-01,526
Kedah,Padang Terap,secondary,both,2022-01-01,537
Kedah,Padang Terap,secondary,female,2017-01-01,345
Kedah,Padang Terap,secondary,female,2018-01-01,361
Kedah,Padang Terap,secondary,female,2019-01-01,345
Kedah,Padang Terap,secondary,female,2020-01-01,347
Kedah,Padang Terap,secondary,female,2021-01-01,339
Kedah,Padang Terap,secondary,female,2022-01-01,351
Kedah,Padang Terap,secondary,male,2017-01-01,221
Kedah,Padang Terap,secondary,male,2018-01-01,217
Kedah,Padang Terap,secondary,male,2019-01-01,211
Kedah,Padang Terap,secondary,male,2020-01-01,193
Kedah,Padang Terap,secondary,male,2021-01-01,187
Kedah,Padang Terap,secondary,male,2022-01-01,186
Kedah,Pendang,primary,both,2017-01-01,1062
Kedah,Pendang,primary,both,2018-01-01,1067
Kedah,Pendang,primary,both,2019-01-01,1062
Kedah,Pendang,primary,both,2020-01-01,1055
Kedah,Pendang,primary,both,2021-01-01,1033
Kedah,Pendang,primary,both,2022-01-01,1080
Kedah,Pendang,primary,female,2017-01-01,679
Kedah,Pendang,primary,female,2018-01-01,713
Kedah,Pendang,primary,female,2019-01-01,715
Kedah,Pendang,primary,female,2020-01-01,707
Kedah,Pendang,primary,female,2021-01-01,707
Kedah,Pendang,primary,female,2022-01-01,736
Kedah,Pendang,primary,male,2017-01-01,383
Kedah,Pendang,primary,male,2018-01-01,354
Kedah,Pendang,primary,male,2019-01-01,347
Kedah,Pendang,primary,male,2020-01-01,348
Kedah,Pendang,primary,male,2021-01-01,326
Kedah,Pendang,primary,male,2022-01-01,344
Kedah,Pendang,secondary,both,2017-01-01,837
Kedah,Pendang,secondary,both,2018-01-01,822
Kedah,Pendang,secondary,both,2019-01-01,818
Kedah,Pendang,secondary,both,2020-01-01,795
Kedah,Pendang,secondary,both,2021-01-01,791
Kedah,Pendang,secondary,both,2022-01-01,822
Kedah,Pendang,secondary,female,2017-01-01,531
Kedah,Pendang,secondary,female,2018-01-01,539
Kedah,Pendang,secondary,female,2019-01-01,550
Kedah,Pendang,secondary,female,2020-01-01,553
Kedah,Pendang,secondary,female,2021-01-01,552
Kedah,Pendang,secondary,female,2022-01-01,582
Kedah,Pendang,secondary,male,2017-01-01,306
Kedah,Pendang,secondary,male,2018-01-01,283
Kedah,Pendang,secondary,male,2019-01-01,268
Kedah,Pendang,secondary,male,2020-01-01,242
Kedah,Pendang,secondary,male,2021-01-01,239
Kedah,Pendang,secondary,male,2022-01-01,240
Kedah,Pokok Sena,primary,both,2018-01-01,426
Kedah,Pokok Sena,primary,both,2019-01-01,421
Kedah,Pokok Sena,primary,both,2020-01-01,410
Kedah,Pokok Sena,primary,both,2021-01-01,406
Kedah,Pokok Sena,primary,both,2022-01-01,419
Kedah,Pokok Sena,primary,female,2018-01-01,301
Kedah,Pokok Sena,primary,female,2019-01-01,293
Kedah,Pokok Sena,primary,female,2020-01-01,282
Kedah,Pokok Sena,primary,female,2021-01-01,277
Kedah,Pokok Sena,primary,female,2022-01-01,288
Kedah,Pokok Sena,primary,male,2018-01-01,125
Kedah,Pokok Sena,primary,male,2019-01-01,128
Kedah,Pokok Sena,primary,male,2020-01-01,128
Kedah,Pokok Sena,primary,male,2021-01-01,129
Kedah,Pokok Sena,primary,male,2022-01-01,131
Kedah,Pokok Sena,secondary,both,2018-01-01,319
Kedah,Pokok Sena,secondary,both,2019-01-01,298
Kedah,Pokok Sena,secondary,both,2020-01-01,285
Kedah,Pokok Sena,secondary,both,2021-01-01,277
Kedah,Pokok Sena,secondary,both,2022-01-01,289
Kedah,Pokok Sena,secondary,female,2018-01-01,213
Kedah,Pokok Sena,secondary,female,2019-01-01,206
Kedah,Pokok Sena,secondary,female,2020-01-01,198
Kedah,Pokok Sena,secondary,female,2021-01-01,196
Kedah,Pokok Sena,secondary,female,2022-01-01,204
Kedah,Pokok Sena,secondary,male,2018-01-01,106
Kedah,Pokok Sena,secondary,male,2019-01-01,92
Kedah,Pokok Sena,secondary,male,2020-01-01,87
Kedah,Pokok Sena,secondary,male,2021-01-01,81
Kedah,Pokok Sena,secondary,male,2022-01-01,85
Kedah,Sik,primary,both,2018-01-01,685
Kedah,Sik,primary,both,2019-01-01,665
Kedah,Sik,primary,both,2020-01-01,665
Kedah,Sik,primary,both,2021-01-01,650
Kedah,Sik,primary,both,2022-01-01,676
Kedah,Sik,primary,female,2018-01-01,422
Kedah,Sik,primary,female,2019-01-01,408
Kedah,Sik,primary,female,2020-01-01,411
Kedah,Sik,primary,female,2021-01-01,406
Kedah,Sik,primary,female,2022-01-01,422
Kedah,Sik,primary,male,2018-01-01,263
Kedah,Sik,primary,male,2019-01-01,257
Kedah,Sik,primary,male,2020-01-01,254
Kedah,Sik,primary,male,2021-01-01,244
Kedah,Sik,primary,male,2022-01-01,254
Kedah,Sik,secondary,both,2018-01-01,507
Kedah,Sik,secondary,both,2019-01-01,491
Kedah,Sik,secondary,both,2020-01-01,479
Kedah,Sik,secondary,both,2021-01-01,471
Kedah,Sik,secondary,both,2022-01-01,496
Kedah,Sik,secondary,female,2018-01-01,302
Kedah,Sik,secondary,female,2019-01-01,293
Kedah,Sik,secondary,female,2020-01-01,303
Kedah,Sik,secondary,female,2021-01-01,297
Kedah,Sik,secondary,female,2022-01-01,322
Kedah,Sik,secondary,male,2018-01-01,205
Kedah,Sik,secondary,male,2019-01-01,198
Kedah,Sik,secondary,male,2020-01-01,176
Kedah,Sik,secondary,male,2021-01-01,174
Kedah,Sik,secondary,male,2022-01-01,174
Kedah,Yan,primary,both,2018-01-01,713
Kedah,Yan,primary,both,2019-01-01,678
Kedah,Yan,primary,both,2020-01-01,660
Kedah,Yan,primary,both,2021-01-01,664
Kedah,Yan,primary,both,2022-01-01,673
Kedah,Yan,primary,female,2018-01-01,489
Kedah,Yan,primary,female,2019-01-01,458
Kedah,Yan,primary,female,2020-01-01,453
Kedah,Yan,primary,female,2021-01-01,455
Kedah,Yan,primary,female,2022-01-01,463
Kedah,Yan,primary,male,2018-01-01,224
Kedah,Yan,primary,male,2019-01-01,220
Kedah,Yan,primary,male,2020-01-01,207
Kedah,Yan,primary,male,2021-01-01,209
Kedah,Yan,primary,male,2022-01-01,210
Kedah,Yan,secondary,both,2018-01-01,572
Kedah,Yan,secondary,both,2019-01-01,558
Kedah,Yan,secondary,both,2020-01-01,554
Kedah,Yan,secondary,both,2021-01-01,525
Kedah,Yan,secondary,both,2022-01-01,592
Kedah,Yan,secondary,female,2018-01-01,364
Kedah,Yan,secondary,female,2019-01-01,359
Kedah,Yan,secondary,female,2020-01-01,358
Kedah,Yan,secondary,female,2021-01-01,342
Kedah,Yan,secondary,female,2022-01-01,385
Kedah,Yan,secondary,male,2018-01-01,208
Kedah,Yan,secondary,male,2019-01-01,199
Kedah,Yan,secondary,male,2020-01-01,196
Kedah,Yan,secondary,male,2021-01-01,183
Kedah,Yan,secondary,male,2022-01-01,207
Kelantan,All Districts,primary,both,2017-01-01,15768
Kelantan,All Districts,primary,both,2018-01-01,16294
Kelantan,All Districts,primary,both,2019-01-01,16358
Kelantan,All Districts,primary,both,2020-01-01,16243
Kelantan,All Districts,primary,both,2021-01-01,16069
Kelantan,All Districts,primary,both,2022-01-01,16364
Kelantan,All Districts,primary,female,2017-01-01,9873
Kelantan,All Districts,primary,female,2018-01-01,10472
Kelantan,All Districts,primary,female,2019-01-01,10575
Kelantan,All Districts,primary,female,2020-01-01,10523
Kelantan,All Districts,primary,female,2021-01-01,10455
Kelantan,All Districts,primary,female,2022-01-01,10663
Kelantan,All Districts,primary,male,2017-01-01,5895
Kelantan,All Districts,primary,male,2018-01-01,5822
Kelantan,All Districts,primary,male,2019-01-01,5783
Kelantan,All Districts,primary,male,2020-01-01,5720
Kelantan,All Districts,primary,male,2021-01-01,5614
Kelantan,All Districts,primary,male,2022-01-01,5701
Kelantan,All Districts,secondary,both,2017-01-01,12673
Kelantan,All Districts,secondary,both,2018-01-01,12792
Kelantan,All Districts,secondary,both,2019-01-01,12824
Kelantan,All Districts,secondary,both,2020-01-01,12685
Kelantan,All Districts,secondary,both,2021-01-01,12400
Kelantan,All Districts,secondary,both,2022-01-01,12609
Kelantan,All Districts,secondary,female,2017-01-01,7766
Kelantan,All Districts,secondary,female,2018-01-01,7979
Kelantan,All Districts,secondary,female,2019-01-01,8046
Kelantan,All Districts,secondary,female,2020-01-01,8056
Kelantan,All Districts,secondary,female,2021-01-01,7965
Kelantan,All Districts,secondary,female,2022-01-01,8243
Kelantan,All Districts,secondary,male,2017-01-01,4907
Kelantan,All Districts,secondary,male,2018-01-01,4813
Kelantan,All Districts,secondary,male,2019-01-01,4778
Kelantan,All Districts,secondary,male,2020-01-01,4629
Kelantan,All Districts,secondary,male,2021-01-01,4435
Kelantan,All Districts,secondary,male,2022-01-01,4366
Kelantan,Bachok,primary,both,2017-01-01,1394
Kelantan,Bachok,primary,both,2018-01-01,1448
Kelantan,Bachok,primary,both,2019-01-01,1408
Kelantan,Bachok,primary,both,2020-01-01,1432
Kelantan,Bachok,primary,both,2021-01-01,1405
Kelantan,Bachok,primary,both,2022-01-01,1426
Kelantan,Bachok,primary,female,2017-01-01,892
Kelantan,Bachok,primary,female,2018-01-01,958
Kelantan,Bachok,primary,female,2019-01-01,941
Kelantan,Bachok,primary,female,2020-01-01,958
Kelantan,Bachok,primary,female,2021-01-01,945
Kelantan,Bachok,primary,female,2022-01-01,971
Kelantan,Bachok,primary,male,2017-01-01,502
Kelantan,Bachok,primary,male,2018-01-01,490
Kelantan,Bachok,primary,male,2019-01-01,467
Kelantan,Bachok,primary,male,2020-01-01,474
Kelantan,Bachok,primary,male,2021-01-01,460
Kelantan,Bachok,primary,male,2022-01-01,455
Kelantan,Bachok,secondary,both,2017-01-01,1305
Kelantan,Bachok,secondary,both,2018-01-01,1345
Kelantan,Bachok,secondary,both,2019-01-01,1338
Kelantan,Bachok,secondary,both,2020-01-01,1319
Kelantan,Bachok,secondary,both,2021-01-01,1300
Kelantan,Bachok,secondary,both,2022-01-01,1314
Kelantan,Bachok,secondary,female,2017-01-01,809
Kelantan,Bachok,secondary,female,2018-01-01,840
Kelantan,Bachok,secondary,female,2019-01-01,841
Kelantan,Bachok,secondary,female,2020-01-01,832
Kelantan,Bachok,secondary,female,2021-01-01,828
Kelantan,Bachok,secondary,female,2022-01-01,852
Kelantan,Bachok,secondary,male,2017-01-01,496
Kelantan,Bachok,secondary,male,2018-01-01,505
Kelantan,Bachok,secondary,male,2019-01-01,497
Kelantan,Bachok,secondary,male,2020-01-01,487
Kelantan,Bachok,secondary,male,2021-01-01,472
Kelantan,Bachok,secondary,male,2022-01-01,462
Kelantan,Gua Musang,primary,both,2017-01-01,1072
Kelantan,Gua Musang,primary,both,2018-01-01,969
Kelantan,Gua Musang,primary,both,2019-01-01,1008
Kelantan,Gua Musang,primary,both,2020-01-01,1026
Kelantan,Gua Musang,primary,both,2021-01-01,1008
Kelantan,Gua Musang,primary,both,2022-01-01,1044
Kelantan,Gua Musang,primary,female,2017-01-01,514
Kelantan,Gua Musang,primary,female,2018-01-01,517
Kelantan,Gua Musang,primary,female,2019-01-01,568
Kelantan,Gua Musang,primary,female,2020-01-01,582
Kelantan,Gua Musang,primary,female,2021-01-01,575
Kelantan,Gua Musang,primary,female,2022-01-01,601
Kelantan,Gua Musang,primary,male,2017-01-01,558
Kelantan,Gua Musang,primary,male,2018-01-01,452
Kelantan,Gua Musang,primary,male,2019-01-01,440
Kelantan,Gua Musang,primary,male,2020-01-01,444
Kelantan,Gua Musang,primary,male,2021-01-01,433
Kelantan,Gua Musang,primary,male,2022-01-01,443
Kelantan,Gua Musang,secondary,both,2017-01-01,601
